Title,Time_Created,Category,Teaser
Call to reduce food wastage during Ramadan,2021-04-22 17:28:00,Nation, The Consumers Association of Penang (CAP) is concerned over food waste increase of between 15 and 20 per cent during Ramadan.
"Mara launches internal probe into alleged sexual harassment, abuse at MRSM",2021-04-22 17:14:00,Nation, Majlis Amanah Rakyat (Mara) has launched an internal investigation to look into the alleged sexual harassment and abuse at Mara Junior Science College (MRSM).
Govt expanding Labour Recalibration Programme to include foreigners,2021-04-22 17:11:00,Nation, The government has agreed to expand the Labour Recalibration Programme to include employing foreigners in several service sub-sectors.
"Sabah to focus on MICE, business tourism to revitalise industry and economy",2021-04-22 16:29:00,Nation, Sabah government will focus on business and meeting-oriented tourism to revitalise the industry.
"2 million civil servants, pensioners to get special Raya aid",2021-04-22 16:05:00,Nation, Over two million civil servants and pensioners will receive a special Hari Raya Aidilfitri financial assistance which will be paid out on May 6.
Kelantan elderly couple relieved after vaccination,2021-04-22 16:01:00,Nation," Wan Muhamad Wan Adam and his wife Siti Eshah Muhammmad, both 75, have been waiting patiently to be vaccinated."
Minister says enough fresh chickens until after Hari Raya,2021-04-22 15:46:00,Nation, The government has guaranteed that supply of fresh chicken will be sufficient until after the Aidilfitri celebration.
Concrete wall collapses on car in Penang landslide,2021-04-22 15:36:00,Nation," A car was badly damaged after it was crushed by a concrete wall following a landslide behind a petrol station at Jalan Sultan Azlan Shah, Gelugor here today."
Close to 50 per cent Malaysians completed 2020 MyCensus [NSTTV],2021-04-22 15:19:00,Nation," A total of 15.9 million or 48.7 per cent Malaysians have completed the 2020 MyCensus, themed “Your Data Is Our Future” as of Wednesday (April 21), with a 16.8 million left to be enumerated."
Man who drove against traffic flow on BORR dies,2021-04-22 14:39:00,Nation," The 43-year-old man, who drove his car against the flow of traffic before grazing an oncoming motorcycle and colliding with an oncoming car at Km13 of the Butterworth Outer Ring Road (BORR), heading towards Bagan Ajam here last Wednesday, has died."
Thousands find new calling as Life Planners,2021-04-22 14:39:00,Nation,"AIA Public Takaful Bhd recruited more than 4,000 takaful agents last year, creating jobs for Malaysians even as the Covid-19 pandemic ravaged the economy."
Emergency Asean Summit on Myanmar to discuss safety of its civilian population,2021-04-22 14:32:00,Nation, The Malaysian Advisory Group on Myanmar has called for an immediate cessation of violence in Myanmar.
Sabah library targets 5 million users this year,2021-04-22 14:08:00,Nation, The Sabah Library is aiming for five million users this year at its libraries and other services.
Kelantan to open PKRC for students who contract Covid-19,2021-04-22 13:27:00,Nation, The Kelantan health department is planning to set up another Covid-19 Quarantine and Treatment Centre (PKRC) for low-risk patients in the state to accommodate students who test positive for the coronavirus.
Mom and kids jump into river to escape fire [NSTTV],2021-04-22 13:10:00,Nation," A mother and her seven children jumped into a river to save themselves after several houses in Kampung Dumpil, Putatan, here caught fire last night."
Jiwang and Juwita are now 'husband and wife' [NSTTV],2021-04-22 13:01:00,Nation," Probably the first ever animal wedding held in the country, two hippos named Jiwang and Juwita finally “tied the knot” at the Hippo Kingdom in the Lost World of Tambun here yesterday."
'MOE should turn PPDs into one-stop centres',2021-04-22 12:51:00,Nation, The National Parents-Teachers Associations Consultative Council (PIBGN) has suggested that the Ministry of Education (MOE) turn district education offices (PPDs) into ‘one stop centres’ in addressing problems related to home-based teaching and learning (PdPR) and DidikTV KPM.
70-year-old cinema razed in Seremban,2021-04-22 12:43:00,Nation," A 70-year-old, two-storey cinema in Jalan Dr Krisnan, here, was destroyed in a fire early this morning."
Another Covid-19 case at Shah Alam church,2021-04-22 12:02:00,Nation, Another positive case of Covid-19 has been reported at a Catholic Church in Shah Alam.
Mineral industry to contribute RM29b to country's GDP - PM [NSTTV],2021-04-22 11:41:00,Nation, The National Mineral Industry Transformation Plan framework 2021-2030 will help drive the industry towards achieving a sustainable and holistic development.
"'Malaysia may face 50,000 active cases by Hari Raya'",2021-04-22 09:00:00,Nation,Social events and gatherings must be barred to reduce Covid-19 community clusters.
15-year-old under stress injured in leap from school building,2021-04-22 12:15:00,Nation," A 15-year-old student believed to be suffering from stress leapt from the third floor of her school building Wednesday morning, sustaining serious injuries."
Mah: Schools to close two days even if only one Covid-19 case,2021-04-22 12:00:00,Nation," Any school which has confirmed infections of Covid-19, even if it is only a single case, will now have to close for at least two days."
Two-week closure for college after 37 students found positive for Covid-19,2021-04-21 22:36:00,Nation, Kolej Vokasional Datuk Seri Mohd Zain (KVDSMZ) Alor Gajah has been ordered to close for two weeks from today till May 4 after 37 students tested positive for Covid-19.
"Covid-19: Tighter control at toll plazas to monitor interstate travel, say police",2021-04-21 22:22:00,Nation," Police are keeping a tight control at toll plazas in the capital and at state borders via roadblocks to monitor interstate movement in the effort to curb the spread of Covid-19, which saw over 2,000 daily new cases for the past week."
Kg Sundang Laut fire victims moved to temporary evacuation centre,2021-04-21 21:31:00,Nation, A total of 350 victims from 77 families were moved to a temporary evacuation centre (PPS) at the Batu Sapi People's Housing Project (PPR) multipurpose hall near here after their houses in Kampung Sundang Laut water village went up in flames this morning.
Starting tomorrow expired social pass holders must apply for special pass,2021-04-21 21:19:00,Nation," Effective tomorrow, foreigners with expired Social Visit Passes (PLS) will have to apply for a special pass to enable them to stay in Malaysia while waiting for a flight back to their country of origin."
Underprivileged communities to get better access to Quran,2021-04-21 21:08:00,Nation, Two crowd-funding campaigns to give better access to Quran among the underprivileged communities was launched yesterday by Malaysian-based social enterprise Quraany.
"Six Covid-19 deaths involving senior citizens, 3 brought in dead",2021-04-21 20:30:00,Nation, Sabah recorded six Covid-19 fatalities involving senior citizens at the east coast of the state today.
Oversight led to Pekan mosque RM10k compound by health authorities,2021-04-21 19:41:00,Nation," The RM10,000 compound issued to a mosque in Pekan yesterday was nothing more than an oversight by the premises management."
USM among top 50 institutions in world sustainability rankings 2021,2021-04-21 19:05:00,Nation," Universiti Sains Malaysia (USM) has been ranked 39th in the Times Higher Education (THE) Impact Rankings 2021 on sustainability out of over 1,200 institutions across 98 countries around the world."
"11 new clusters across 8 states, 4 linked to education institutions",2021-04-21 18:48:00,Nation," The Health Ministry today reported 11 new Covid-19 clusters in eight states, including four education institution-linked clusters as of noon today."
"MCMC blocks 2,195 websites, 19,756 phone lines promoting online gambling",2021-04-21 18:35:00,Nation," The Malaysian Communications and Multimedia Commission (MCMC) has, until March, blocked 2,195 websites found to be promoting online gambling."
230 arrested for failing to observe Covid-19 SOP,2021-04-21 18:25:00,Nation," Police arrested 230 individuals for failing to observe standard operating procedures (SOP), including 77 people who failed to record details when entering premises."
"MCO in 3 districts in Kelantan, 84% increase in two weeks",2021-04-21 18:17:00,Nation," The government has decided to enforce the Movement Control Order (MCO) in three districts in Kelantan, namely Jeli, Kuala Krai and Gua Musang, following a spike in Covid-19 cases there."
Man falls to his death from third floor Suria KLCC shopping mall,2021-04-21 18:02:00,Nation," A man fell to his death from the third floor of Suria KLCC shopping mall this afternoon, much to the horror of shoppers."
Media Prima and Penang police to join forces in keeping the people well informed,2021-04-21 17:54:00,Nation, Media Prima Bhd is ready to create effective communication lines between the police and the public on information delivery and crime prevention.
Penang police to tighten approval for interstate travel,2021-04-21 17:25:00,Nation, Penang police will increase checks at all borders leading out and into the state following a recent decision to tighten interstate travel amid the sudden spike in new Covid-19 cases in recent days.
"Cases hover above 2,000 mark for seventh consecutive day",2021-04-21 17:25:00,Nation," Malaysia has recorded over 2,000 new Covid-19 cases for seven days straight, with the number of cases standing at 2,340 as of noon today."
"Lower compound approved for six college students, but college submits appeal to reduce further",2021-04-21 17:17:00,Nation, The compound imposed on six Gopeng Matriculation College students for violating restricted movement Standard Operating Procedures (SOP) has been reduced.
Compounds await Pahang schools caught flouting Covid-19 SOP,2021-04-21 17:13:00,Nation, Schools found to have flouted the Covid-19 Standard Operating Procedures (SOP) resulting in new clusters in Pahang will be slapped with compound notices.
Sultan Muhammad IV stadium is new Covid-19 sampling centre,2021-04-21 16:10:00,Nation, The Covid-19 sampling centre at the City Health Clinic here was moved to the Sultan Muhammad IV Stadium following a drastic increase of locals undergoing swab tests.
Greenwood Ramadan Bazaar ordered to close for violating SOP,2021-04-21 16:01:00,Nation, The Greenwood Ramadan Bazaar in Gombak has been ordered to close for four days starting tomorrow until April 25 for failing to comply with standard operating procedures (SOP) to curb the spread of Covid-19.
"Same house checks like last Raya, says police",2021-04-21 15:32:00,Nation," Just like the previous Hari Raya Aidilfitri, be prepared to receive special house visits by the authorities during the upcoming celebration, Bukit Aman Internal Security and Public Order Department (KDNKA) director said."
Dr Adham: 83 Covid-19 clusters this year linked to education sector,2021-04-21 15:29:00,Nation, The decision to close an educational institution after a reported Covid-19 case is based on risk assessment by the district health office.
"Pekan mosque compounded RM10,000 for flouting SOP",2021-04-21 15:00:00,Nation," The RM10,000 compound imposed on a mosque in Pekan near here yesterday is hoped to be a lesson to the management of other mosques In Pahang to comply with Covid-19 prevention standard operating procedures (SOP)."
"KPDNHEP, MOA must be proactive for price control",2021-04-21 14:34:00,Nation, The Agriculture and Agro-based Industry Ministry (MOA) and Domestic Trade and Consumer Affairs Ministry (KPDNHEP) have been told to be more proactive when imposing price control schemes during the festive period.
KJ denies claims state governments have to wait for months to procure vaccines,2021-04-21 14:28:00,Nation," Science, Technology and Innovation Minister Khairy Jamaluddin denied claims that the Selangor state government had waited for months to get the necessary approval to procure two million vaccine doses for its people."
Covid-19 concerns among Malaysians at the lowest since September 2020,2021-04-21 13:59:00,Nation, Global market research company Ipsos found that a majority of Malaysians showed a declining trend in listing Covid-19 as one of their three main concerns after a year of battling and eventually co-existing with the virus during the pandemic.
2020 one of the warmest years on record,2021-04-21 13:57:00,Nation," The year 2020 has been ""stormy"" for most people around the world."
30 houses in Kampung Sundang Laut destroyed in fire,2021-04-21 13:27:00,Nation," About 30 squatter houses were destroyed in a fire in Kampung Sundang Laut, Batu Sapi this morning."
"462,335 people have completed both doses of Covid-19 vaccine",2021-04-21 13:21:00,Nation," A total of 462,335 people have received both doses of their vaccine shots as of Tuesday under the first phase of the National Covid-19 Immunisation Programme (NIP)."
Chicken traders baffled by last minute price control enforcement [NSTTV],2021-04-21 13:15:00,Nation, Chicken sellers at markets were left frustrated by the sudden announcement of price control and its immediate enforcement.
"Over 2,000 Covid-19 patients still warded in Kelantan hospitals",2021-04-21 13:11:00,Nation," A total 2,133 Covid-19 positive patients are still undergoing treatment at several hospitals throughout the state."
PM to attend Asean leaders' summit in Jakarta,2021-04-21 13:03:00,Nation, Prime Minister Tan Sri Muhyiddin Yassin will represent Malaysia at the in-person summit of leaders of the Association of Southeast Asian Nations (Asean) in Indonesia this Saturday (April 24).
"CBN will not be torn down, only returned to the government",2021-04-21 12:58:00,Nation,"Kuala Lumpur: Convent Bukit Nanas will not be demolished, however the land would be returned to the government after its lease expires."
R-naught dips slightly,2021-04-21 12:53:00,Nation," The country’s infectivity rate or R-naught (Rt) has dipped slightly to 1.16 today from 1.17 yesterday, said Health director-general Tan Sri Dr Noor Hisham Abdullah."
'Removing Yeo as minister during PH administration never raised in Cabinet',2021-04-21 12:27:00,Nation, Parti Amanah Negara (Amanah) deputy president Datuk Salahuddin Ayub said the issue of removing Yeo Bee Yin from her ministerial post during the Pakatan Harapan (PH) administration was never raised.
"There should be more transparency on Covid-19 cases at schools, says Sabah MP",2021-04-21 12:19:00,Nation," Official announcements on Covid-19 cases at schools should be made public, said Kota Kinabalu member of parliament Chan Foong Hin."
4 Kelantan enforcement officers caught red-handed accepting bribes,2021-04-21 12:16:00,Nation, Five government department enforcement officers have allegedly been taking advantage of other people's hardships during the Movement Control Order (MCO) period to make extra money.
Two wild elephants captured 1.5km from Johor's Flintstone Palace,2021-04-21 12:10:00,Nation," The state Department of Wildlife and National Parks (Perhilitan) successfully captured two wild elephants at the Iskandar Camp, here, yesterday."
UMS shares daily 'Sungkai' food menu on Facebook to liven up Ramadan,2021-04-21 10:45:00,Nation, Universiti Malaysia Sabah (UMS) is working with the community to bring breaking of fast food recipes in the state via the varsity’s online platforms.
Virus spike sparks schools' closure call,2021-04-21 09:20:00,Nation, The National Parent-Teacher Association (NPTA) has urged the Education Ministry to close all schools and switch back to home-based teaching and learning following the emergence of Covid-19 infections in schools.
Pusasda officer touched by minister's visit,2021-04-21 09:10:00,Nation, Senior Defence Minister Datuk Seri Ismail Sabri Yaakob visited and presented aid to families of army personnel based at the Army Basic Training Centre (Pusasda) here on Monday.
Focus on SOP instead of travel ban,2021-04-21 09:00:00,Nation," While stricter interstate travel conditions could possibly curb the Covid-19 infection chain,  experts opined that a more effective way to achieve this is to put greater emphasis on standard operating procedure (SOP)."
Media Prima offers diverse platforms to publicise Penang 2030 Vision,2021-04-20 21:39:00,Nation, Media Prima Bhd (Media Prima) has extended invitation to the Penang government to use its numerous platforms to publicise the state’s future plan to attract the younger generation to take part in the state’s development.
"Buck up on SOP or risk closure, two bazaars in Penang told",2021-04-20 21:08:00,Nation, Two Ramadan bazaars here have been given 24-hour notice to improve on their Standard Operating Procedures (SOP) or risk having their bazaars close.
'Decision on State of Emergency lies with the Agong',2021-04-20 20:03:00,Nation," Several members of parliament, claiming to represent a committee seeking to appeal for the State of Emergency to be ended, today submitted a memorandum to the Yang di-Pertuan Agong to appeal their cause."
101-year-old Malaysian INA veteran honoured,2021-04-20 19:59:00,Nation, The Indian High Commission here honoured Indian National Army (INA) veteran Anjalai Ponnusamy on her 101st birthday today.
'Covid-19 figures are real',2021-04-20 19:56:00,Nation," The daily Covid-19 figures announced by the Health Ministry since the pandemic hit the country are genuine and based on nationwide reports, Health director-general Tan Sri Dr Noor Hisham said."
7 new Covid-19 clusters detected,2021-04-20 19:13:00,Nation," Seven new Covid-19 clusters were detected today - four community clusters, two education clusters and one workplace cluster."
EMCO at Sri Aman Prison ends tomorrow,2021-04-20 19:13:00,Nation, The Enhanced Movement Control Order (EMCO) enforced at Sarawak’s Sri Aman Prison and staff quarters will end as scheduled tomorrow as the Covid-19 situation has been contained.
Takiyuddin tells Bar to act according to the law,2021-04-20 18:45:00,Nation, Minister in the Prime Minister’s Office Datuk Seri Takiyuddin Hassan has called on the Malaysian Bar Council and legal practitioners to act according to law when they give explanations to the public.
Tahfiz school in Machang under EMCO from tomorrow,2021-04-20 18:32:00,Nation," The drastic rise of up to 97 Covid-19 positive cases has forced the Al-Quran Wal Qiraat Maahad Tahfiz in Machang, Kelantan, to be put under a 14-day Enhanced Movement Control Order (EMCO) from tomorrow until May 4."
State exco to students: Pay the fine,2021-04-20 18:20:00,Nation," A Perak state executive committee member has defended the move to compound six matriculation students RM1,500 each for allegedly wearing face masks improperly."
Global hike in cost of raw goods led to chicken price surge in Msia,2021-04-20 18:05:00,Nation, The global price surge in raw materials to produce chicken feed was among the reasons behind the recent skyrocketing price of chicken in the country.
Pos Malaysia celebrates Hari Raya Aidilfitri with 'Setem Ku' collection,2021-04-20 17:59:00,Nation, Pos Malaysia Bhd will usher in Hari Raya Aidilfitri with a special “Setem Ku” collection to commemorate this year’s festive season.
Father of Tengku Permaisuri Norashikin laid to rest,2021-04-20 16:56:00,Nation," The father of Tengku Permaisuri of Selangor Tengku Permaisuri Norashikin, Abdul Rahman Baba, who passed away early this morning, was laid to rest at the Shah Alam Royal Mausoleum, Section 5, at 2.45pm today."
"2,341 new Covid-19 cases, says Dr Noor Hisham",2021-04-20 16:38:00,Nation," Malaysia continues to record over 2,000 new Covid-19 cases for six consecutive days, Health director-general Tan Sri Dr Noor Hisham Abdullah said."
Covid-19 vaccination: 84pc attendance for 2nd phase,2021-04-20 16:34:00,Nation, The first day of the National Covid-19 Immunisation Programme’s (NIP) second phase yesterday saw an 84 per cent attendance rate.
MetMalaysia: Typhoon Surigae will not significantly affect country,2021-04-20 16:25:00,Nation," The Malaysian Meteorological Department (MetMalaysia) has issued an advisory on typhoon Surigae which is located 1,401km northeast of Sandakan, Sabah."
Call for Msia to achieve herd immunity fast,2021-04-20 16:22:00,Nation, It is all hands on deck for Malaysia to achieve herd immunity fast.
"King, Queen convey condolences to Tengku Permaisuri of Selangor",2021-04-20 16:21:00,Nation," Yang di-Pertuan Agong Al-Sultan Abdullah Ri’ayatuddin Al-Mustafa Billah Shah and Raja Permaisuri Agong Tunku Hajah Azizah Aminah Maimunah Iskandariah today expressed their condolences to the Sultan of Selangor Sultan Sharafuddin Idris Shah and Tengku Permaisuri of Selangor Tengku Permaisuri Norashikin following the passing of Tengku Permaisuri Norashikin’s father, Abdul Rahman Baba."
Man crushed to death in tour bus mishap in Klang,2021-04-20 16:13:00,Nation, A bus driver was crushed to death when the tour bus he was repairing fell onto him at Jalan Pendamar in Klang yesterday.
Major oil spill after tanker lorry knocked into steel beam at Juru toll plaza,2021-04-20 16:06:00,Nation," A tanker lorry, filled with 20,000 litres of cooking oil, sprung a leak after the driver knocked into a steel beam, causing a massive oil spill."
"MOT: Reports on deaths of 1,684 p-hailing riders during MCO misinterpreted",2021-04-20 15:22:00,Nation," Reports of 1,684 deaths involving p-hailing (parcel delivery) riders within nine months of the Movement Control Order (MCO) last year had been misinterpreted, the Transport Ministry (MOT) said today."
"Make public list of edu institutions with Covid-19 cases, Penang tells Health Ministry [NSTTV]",2021-04-20 15:14:00,Nation, Penang has urged Putrajaya to make public the list of education institutions in the state with active Covid-19 cases following requests by concerned parents.
Viral info on maximum age for EPF dividend payment is fake,2021-04-20 14:26:00,Nation, The Employees Provident Fund (EPF) said a statement on the maximum age of contributors receiving dividend payment that is making its rounds in the social media platforms including WhatsApp is fake.
National Counselling Policy to address health mental issues,2021-04-20 13:53:00,Nation," The National Counselling Policy will be introduced to address the mental health issues in the community by empowering the counselling services, according to the Ministry of Women, Family and Community Development (KPWKM)."
"451,237 individuals complete two doses of Covid-19 vaccine",2021-04-20 13:23:00,Nation," A total 451,237 individuals have been inoculated with both doses of the Covid-19 vaccine under Phase 2 of the National Immunisation Programme (NIP) as of yesterday."
"464 students, teachers, school staff in Kelantan test positive for Covid-19",2021-04-20 12:15:00,Nation," A total of 464 people comprising teachers, schoolchildren and school staff in Kelantan have been tested positive for Covid-19."
Sabah Parks closes HQ after intern gets Covid-19,2021-04-20 12:00:00,Nation, Sabah Parks is closing its headquarters here following a positive Covid-19 case.
Tengku Permaisuri Selangor's father dies,2021-04-20 11:52:00,Nation," The father of Tengku Permaisuri of Selangor Tengku Permaisuri Norashikin, Abdul Rahman Baba, died of old age at 3.40am today."
Police install CCTVs to strengthen border control,2021-04-20 11:41:00,Nation," Police will strengthen control at the country’s border with the use of technology, such as drones and installation of closed circuit television (CCTV) cameras along the Malaysia-Thai border area."
Mak Siti's back this Ramadan with her 'kerang' and 'siput' [NSTTV],2021-04-20 10:57:00,Nation," Mak Siti Seafood, located at Kampung Sungai Setar Kechil here, has been a popular hangout for the past 32 years during the fasting month, especially for those who love savouring an assortment of kerang (shellfish/mollusks) and siput (snails)."
Sabah DAP: We need better Covid-19 solutions,2021-04-20 10:51:00,Nation, The opposition bloc has called for a more effective solutions beyond the emergency declaration to solve the spread of Covid-19 and economic woes caused by the pandemic.
"Slimming pills, supplements among 4 products in Kelantan found to contain scheduled poisons",2021-04-20 10:47:00,Nation, Four products have been ordered to be withdrawn from the shelves after they were found to contain scheduled poisons.
"Probe underway after matriculation students fined RM1,500 while in campus",2021-04-20 10:32:00,Nation," The Perak Health Department has launched investigations into claims that health officers purportedly slapped matriculation students with a RM1,500 fine for breaching the Covid-19 standard operating procedure (SOP)."
"Gerakan to govt: Let top cops Hamid, Ayob Khan finish what they started",2021-04-20 09:49:00,Nation, Gerakan has urged the government to give its full backing to police officers like Inspector General of Police Tan Sri Abdul Hamid Bador and Johor police chief Datuk Ayob Khan Mydin Pitchay to clean up the police force.
Ramadan Special: Flavours of tradition and home,2021-04-20 09:00:00,Nation,"Inspired by colours and flavours of tradition and home, Pavilion Hotel Kuala Lumpur invites you, your families and friends for an evening of precious moments and wholesome buffet feast, with festive melodies in a sophisticated al fresco surroundings at the Centre Court."
FT Ministry to implement large-scale precision farming project to help the homeless,2021-04-20 09:00:00,Nation, The Federal Territories (FT) Ministry will implement a large-scale precision farming project commercially to provide employment opportunities to the homeless and help them generate their own income.
Spike in Covid-19 cases sees police place further restrictions on interstate travel,2021-04-19 23:04:00,Nation, Police have limited interstate travel from Mondays to Thursdays for all reasons except essential work-related trips and emergency situations.
Covid-19: Education Department orders 19 schools in Petaling district closed,2021-04-19 22:07:00,Nation," Nineteen schools in the Petaling district in Selangor have been ordered to close starting today as a precautionary measure to make way for sanitisation, disinfection and for close contact tracing exercises."
Seda proposes more electrical appliances included in Save 2.0 RM200 rebate scheme,2021-04-19 22:01:00,Nation, More electrical appliances may be included for the Sustainability Achieved via Energy Efficiency (Save 2.0) RM200 e-rebate.
MGC grateful to govt for RM4 million for Sikh community,2021-04-19 21:25:00,Nation," The Malaysian Gurdwaras Council (MGC) has expressed its appreciation for the government’s concern in allocating RM4 million to 120 Gurdwaras in the country, including RM1 million for the proposed Malaysian Sikh Centre, said its president Jagir Singh."
"Sabah's Sawit group inks deals worth over RM200m, creating 1,000 job opportunities",2021-04-19 21:00:00,Nation, Sawit Kinabalu Group has signed a memorandum of understanding (MoU) worth RM235 million with two companies.
Domestic Trade Ministry to clamp down on profiteering on essential items during festive season,2021-04-19 20:29:00,Nation," The government is clamping down on attempts to raise the prices of essential items under the Festive Season Maximum Price Control Scheme (SHMMP), from April 21 to May 20."
"Octogenarian relaxed, relieved after getting Covid-19 inoculation",2021-04-19 20:19:00,Nation, Octogenarian Sainap Sirat appeared calm and composed as she received the Pfizer-BioNTech Covid-19 vaccine at the Wisma Belia Indera Mahkota vaccination centre here today.
Skepticism among reasons for low vaccine registration in Pahang,2021-04-19 20:10:00,Nation," Pahang’s dismal Covid-19 vaccine registration rate among its people has been attributed to a number of factors, namely skepticism over the vaccine, as well as geographical challenges posed by the state’s vastness."
14 Covid-19 new clusters,2021-04-19 20:07:00,Nation," The country recorded 14 new Covid-19 clusters today with a majority of infections being in the education sector, community and workplaces in Kelantan, Sabah, Johor, Kedah, Selangor and Sarawak."
Two Mersing sub-districts come under EMCO,2021-04-19 19:55:00,Nation," Two sub-districts in Mersing, Johor, will be placed under the Enhanced Movement Control Order (EMCO) from tomorrow (Tuesday) following a spike in Covid-19 cases from the Kampung Air Batang cluster."
"Malaysia, Australia to work on vaccination certification recognition",2021-04-19 18:57:00,Nation, Malaysia has proposed to Australia to work on a Mutual Recognition of Vaccination Certification involving both nations.
Velesto's sustainability push,2021-04-19 18:26:00,Nation," Velesto Energy Bhd will continue to focus on sustainability efforts, keeping intact its corporate responsibility towards environmental, social and governance (ESG)."
'Huge potential for Microsoft's Malaysian data centre region',2021-04-19 18:11:00,Nation, Microsoft Corp’s first data centre region in Malaysia possesses huge potential for not only the domestic but also global market.
Covid-19: Fifth straight day of 2k-plus new infections [Updated],2021-04-19 17:35:00,Nation," The number of new daily Covid-19 cases in Malaysia continued to breach the 2,000 mark today."
"Covid-19 vaccine trial volunteers no longer need inoculation, says Health Minister",2021-04-19 17:19:00,Nation," The 3,000 volunteers involved in the Phase 3 Covid-19 vaccine trials do not need to be immunised again under the National Immunisation Programme (NIP)."
Muhyiddin: Malaysia to remain at forefront of technology,2021-04-19 17:01:00,Nation," Malaysia intends to remain at the forefront of technology by using data to deliver improved services for businesses, increase economic productivity and subsequently enhancing its competitiveness."
Malaysia's oldest woman shares experience of helping deliver over 700 babies,2021-04-19 16:55:00,Nation," A.Annamah, who is Malaysia’s oldest woman after turning 110 on March 31, came from India more than 90 years ago as a rubber tapper. But, as fate would have it, she ended up becoming a midwife who helped deliver more than 700 babies during her younger days, regardless of race and religion."
"Rocketing chicken price, ministry suggests more APs be issued",2021-04-19 16:45:00,Nation, The Domestic Trade and Consumer Affairs Ministry (KPDNHEP) today suggested that more approved permits (APs) be issued for the import of chicken to control the price increase.
"Covid-19 vaccination: 'Don't be afraid, it is just like an ant bite' [NSTTV]",2021-04-19 16:36:00,Nation," ""It does not hurt, it feels just like an ant bite, it is itchy,"" said Wook Abd Rahman, 84, one of the recipients of the Covid-19 vaccine Phase 2 of the National Covid-19 Immunisation Program (NIP) 2 in Terengganu."
Only 0.003pct of frontliners infected after completing vaccination [NSTTV],2021-04-19 16:31:00,Nation, The government has allayed fears over the possibility of being infected by Covid-19 even after completing both rounds of vaccination.
Two Malaysian students score top 10 spot in global ACCA exam,2021-04-19 16:20:00,Nation, Two students of the Malaysia Professional Accountancy Centre (MyPAC) have become the top 10 scorers of the Association of Chartered Certified Accountants (ACCA) examinations recently.
Johor targets June for reopening of border,2021-04-19 16:17:00,Nation, The state government remains adamant with its plan to push for the reopening of the country’s border with Singapore by June.
Microsoft Corp supportive of Malaysia's digital-first ambition,2021-04-19 15:57:00,Nation," Microsoft Corporation, which pledged a multi-billion-ringgit investment and public-private partnerships to empower inclusive digital technology in the country under the ‘Bersama Malaysia’ (Together with Malaysia) initiative, sees enormous potential in Malaysia’s digital-first future."
"500,000 teachers to be included in Phase 2 of NIP [NSTTV]",2021-04-19 15:57:00,Nation," Some 500,000 teachers from the government and private schools will be immunised in Phase 2 of the National Immunisation Programme (NIP)."
159 students from 5 Johor schools to undergo Covid-19 screening,2021-04-19 15:49:00,Nation," A total 159 students from five schools in the district were ordered to take the Covid-19 tests at Assessment Centres in Pasir Gudang and Bukit Indah here, yesterday."
"'6,000 'akok kedut' in a day'",2021-04-19 15:48:00,Nation," The traditional 'akok kedut' in Kelantan is normally sold by the elderly, mostly those who have ventured into the business from generation to generation."
Schools in Sarawak's red zone areas to close for two weeks,2021-04-19 15:46:00,Nation, All schools in red zone areas in Sarawak will be closed for 14 days beginning tomorrow following a spike in Covid-19 cases.
"NIP's Phase 2 targets 10,000 people [NSTTV]",2021-04-19 15:30:00,Nation," Close to 10,000 people are scheduled to be inoculated on the first day of Phase 2 of the National Immunisation Programme (NIP), which started today."
High number of addicts in Mersing worries MB,2021-04-19 15:13:00,Nation, Menteri Besar Datuk Hasni Mohammad has voiced the state government's concern regarding the high number of drug addicts recorded in Mersing.
"Kelantan Information Dept helps 2,000 register for Covid-19 vaccine",2021-04-19 14:38:00,Nation," The Kelantan Information Department has registered nearly 2,000 locals through its Covid-19 registration campaign since early this month."
Night market traders hope DBKK will allow them to resume operations,2021-04-19 14:27:00,Nation, Hawkers at the Tanjung Aru Satu Beach night market are hopeful that Kota Kinabalu City Hall (DBKK) will allow them to resume their trade during Ramadan.
"Free food package for Kelantan folk from KBMC, Rotary Club",2021-04-19 14:14:00,Nation, A private hospital and a charity club here are organising a special free food distribution programme called `Program Prihatin' to help the needy during Ramadan.
Octogenarian keen on taking Covid-19 vaccine despite comorbidities,2021-04-19 13:50:00,Nation, An octogenarian from Penampang was among the first to receive the Covid-19 vaccine for the second phase of the inoculation programme today.
Covid-19 vaccination: Penang senior citizens give two thumbs up,2021-04-19 13:14:00,Nation, Two nonagenarians are among 400 elderly who received their vaccinations during the launch of phase 2 of the National Covid-19 Immunisation Programme (NIP) at the Caring Society Complex here this morning.
Muhyiddin launches Microsoft initiative to empower Malaysian digital transformation,2021-04-19 13:09:00,Nation," Microsoft Corporation today announced its “Bersama Malaysia” (Together with Malaysia) initiative, a long-term commitment to empower the nation's digital technology and advance digital transformation across the private and public sectors."
NIP's Phase 2 kicks off in Penang; CM hopes more will register [NSTTV],2021-04-19 12:25:00,Nation," Phase 2 of the National Covid-19 Immunisation Programme (NIP) proceeded smoothly in Penang this morning, with some 2,000 elderly, disabled and individuals with chronic diseases among those who received their coranavirus inoculation at five Vaccine Delivery Centres (PPV) statewide."
APHM: No Covid-19 infections amongst private healthcare workers,2021-04-19 10:23:00,Nation, The Association of Private Hospital of Malaysia (APHM) today said none of its workers were infected with Covid-19 after receiving their vaccines.
