Title,Time_Created,Category,Teaser
Ismail Sabri: Cabinet to decide on fate of littoral combat ship project,"Apr 26, 2021 @ 9:02pm",NATION,"LUMUT: The delay in the delivery of the Royal Malaysian Navy’s littoral combat ships (LCS) will be brought to the Cabinet to ascertain the best solution, said Defence Minister Datuk Seri Ismail Sabri Yaakob."
Ismail Sabri: 953 people undergoing quarantine after returning from abroad,"Apr 26, 2021 @ 8:57pm",NATION,KUALA LUMPUR: A total of 953 people returned from abroad via international entry points yesterday.
Covid-19: Return to online lessons after Raya hols for all schools,"Apr 26, 2021 @ 8:24pm",NATION,PUTRAJAYA: All primary and secondary schools nationwide will return to the home-based teaching and learning method (PdPR) when the education session resumes after the school holidays in conjunction with Hari Raya Aidilfitri next month.
Covid-19: Schools to operate as usual at present,"Apr 26, 2021 @ 8:20pm",NATION,PUTRAJAYA: All schools will remain operating as usual until the school holidays in conjunction with the festive period unless it was decided otherwise based on the risk assessment conducted by the Health Ministry and the National Security Council.
Covid-19: Schools to operate as usual at present,"Apr 26, 2021 @ 8:20pm",NATION,PUTRAJAYA: All schools will remain operating as usual until the school holidays in conjunction with the festive period unless it was decided otherwise based on the risk assessment conducted by the Health Ministry and the National Security Council.
"Covid-19: Kelantan burger seller fined RM50,000 for operating beyond hours","Apr 26, 2021 @ 8:08pm",NATION,"KOTA BARU: A burger seller was compounded RM50,000 by the police for flouting the Movement Control Order (MCO) Standard Operating Procedures (SOP) by operating beyond the 10pm limit."
Covid-19: Travelers from India barred from entering Malaysia,"Apr 26, 2021 @ 8:03pm",NATION,"KUALA LUMPUR: In an effort to prevent the spread of the new Indian variant of Covid-19 in Malaysia, the government will bar all travellers arriving from India, with the exception of Malaysian citizens, starting Wednesday."
420 people nabbed for SOP breaches,"Apr 26, 2021 @ 7:53pm",NATION,KUALA LUMPUR: A total of 420 people were nabbed for flouting the Movement Control Order (MCO) Standard Operating Procedures (SOP) yesterday.
Navy to get 13 more locally-built Fast Interceptor Craft,"Apr 26, 2021 @ 7:48pm",NATION,LUMUT: The Royal Malaysian Navy (RMN) is expected to receive 13 more Fast Interceptor Craft (FIC) for deployment nationwide.
Twelve new Covid-19 clusters emerge in 24 hours,"Apr 26, 2021 @ 7:16pm",NATION,"KUALA LUMPUR: Twelve new Covid-19 clusters have emerged in the past 24 hours, raising the total number of active clusters in the country to 358."
"Covid-19: School closure decision under Selangor Education Department's jurisdiction, says Amirudin","Apr 26, 2021 @ 7:10pm",NATION,"SHAH ALAM: The decision to close schools in Selangor is under the jurisdiction of the state Education Department following discussions with district health centres and the state Health Department, said Menteri Besar Datuk Seri Amirudin Shari."
Five-point consensus on Myanmar could be a basis for negotiation - Syed Hamid,"Apr 26, 2021 @ 7:03pm",NATION,"KUALA LUMPUR: The five-point consensus reached at the special Asean Leaders Meeting (ALM) in Jakarta, Indonesia last Saturday can serve as a basis for negotiation in seeking a solution for the ongoing political turmoil in Myanmar."
"504,165 people complete both doses of Covid-19 vaccine","Apr 26, 2021 @ 6:54pm",NATION,"KUALA LUMPUR: A total of 504,165 individuals have received both doses of their Covid-19 vaccine under the National Covid-19 Immunisation Programme as of yesterday."
Christian mission schools thank PM Muhyiddin for resolving CBN lease issue,"Apr 26, 2021 @ 6:48pm",NATION,KUALA LUMPUR: The Federation of Christian Mission Schools Malaysia (FCMSM) has expressed its gratitude to Prime Minister Tan Sri Muhyiddin Yassin for his prompt intervention and facilitation of a quick resolution of the SMK Convent Bukit Nanas land lease issue.
"MoH wants symptomatic teachers, students to be exempted from attending school","Apr 26, 2021 @ 6:45pm",NATION,PUTRAJAYA: The Health Ministry (MoH) has suggested that a circular be issued to allow symptomatic teachers and students to skip school to curb the spread of Covid-19.
"Covid-19: Malaysia records 2,776 new cases, 13 deaths today","Apr 26, 2021 @ 5:50pm",NATION,"KUALA LUMPUR: The Covid-19 pandemic is showing no signs of abating, with 2,776 new infections as of noon today."
Man escapes unhurt in cooking gas cylinder blast in Kuantan home,"Apr 26, 2021 @ 5:43pm",NATION,KUANTAN: A man escaped dazed but unhurt after a gas cylinder exploded at his house in Taman Mega Ria along Jalan Gambang here yesterday.
Zawawi acting CJM while Azahar recovers,"Apr 26, 2021 @ 5:36pm",NATION,KUALA LUMPUR: Federal Court judge Datuk Seri Mohd Zawawi Salleh has been appointed acting Chief Judge of Malaya (CJM) after Tan Sri Azahar Mohamed was hospitalised.
LTAT launches MyWira mobile app for members,"Apr 26, 2021 @ 5:23pm",NATION,"KUALA LUMPUR: The Armed Forces Fund Board (LTAT) under the Defence Ministry today launched the MyWira mobile application which grants 115,000 contributors access to their account details at their fingertips."
Pahang palace revokes fugitive Nicky Liow's 'Datuk Seri' title,"Apr 26, 2021 @ 5:15pm",NATION,"KUANTAN: Fugitive businessman Nicky Liow Soon Hee, who is on the Interpol wanted list, has been stripped of his ""Datuk Seri"" title by the Pahang palace."
"AstraZeneca safe, over 60 to be inoculated in second phase","Apr 26, 2021 @ 4:06pm",NATION,PUTRAJAYA: The AstraZeneca vaccine has been declared safe for use in the second phase of the National Covid-19 Immunisation Programme (NIP).
Kinabatangan Hospital seeking octogenarian patient's next-of-kin,"Apr 26, 2021 @ 3:59pm",NATION,KINABATANGAN: The Kinabatangan Hospital is looking for the next-of-kin of an octogenarian Indonesian patient.
Ex-NST journo Zarina Hafiz dies,"Apr 26, 2021 @ 3:39pm",NATION,KUALA LUMPUR: Former New Straits Times journalist Datin Zarina Hafiz died due heart complications today.
Top Glove resolves all 11 ILO's forced labour indicators,"Apr 26, 2021 @ 3:16pm",NATION,"KUALA LUMPUR: Top Glove Corporation Bhd has resolved all 11 forced labour indicators issued by the International Labour Organisation (ILO) effective April 22, 2021."
Top Glove resolves all 11 ILO's forced labour indicators,"Apr 26, 2021 @ 3:16pm",NATION,"KUALA LUMPUR: Top Glove Corporation Bhd has resolved all 11 forced labour indicators issued by the International Labour Organisation (ILO) effective April 22, 2021."
"Expedite private sector's involvement in vaccination process, says Redzuan","Apr 26, 2021 @ 2:51pm",NATION,KUALA LUMPUR: It is time for the government to expedite the private sector’s involvement in the country’s vaccination programme given the growing concern among Malaysians when they will be inoculated.
Johor MRCS prepares bubur lambuk for underprivileged families,"Apr 26, 2021 @ 2:13pm",NATION,"JOHOR BARU: Some 600 underprivileged families here will receive bubur lambuk, popular in Ramadan, courtesy of the Johor Malaysian Red Crescent Society (MRCS) of Johor."
"Sign up for CTPIP, community pharmacists told","Apr 26, 2021 @ 1:46pm",NATION,KUALA LUMPUR: The Malaysian Pharmacists Society (MPS) has urged all community pharmacists to sign up for the Certified Training Programme On Immunisation for Pharmacists (CTPIP) module to become eligible vaccinators.
Homeless man found dead after fall from mango tree,"Apr 26, 2021 @ 1:42pm",NATION,SEBERANG JAYA: A homeless man was found dead in a drain in front of a supermarket in Jalan Tenggiri here this morning.
Takiyuddin: Govt assures Parliament will convene,"Apr 26, 2021 @ 1:36pm",NATION,"KUALA LUMPUR: The government has assured that the Parliament will be called to convene when the ""right time comes"" either before or after the Covid-19 Emergency ends."
Interim leased helicopters for Nuri replacement,"Apr 26, 2021 @ 12:30pm",NATION,"KUALA LUMPUR: A decision on a suitable helicopter model, as an interim replacement for the phased out Sikorsky S-61A-4 Nuri, is expected next month."
"Sabah vocational students aims to win USD2,000 in Haquathon 2.0","Apr 26, 2021 @ 12:08pm",NATION,"KOTA KINABALU: Three Sabah vocational students are gearing up to win a USD2,000 (RM8,200) grant in Haquathon 2.0 which is to be used to find solutions to tackle coastal and marine sustainability related issues."
Penang shuts down 20 schools due to Covid-19 [NSTTV],"Apr 26, 2021 @ 11:58am",NATION,"GEORGE TOWN: At least 20 schools in Penang are closed for two days, beginning today, following Covid-19 cases reported in their premises."
myTNB app allows customers to check daily energy usage,"Apr 26, 2021 @ 11:37am",NATION,"WITH more than a million Smart Meters installed across Malaysia, concepts like smart living, smart cities and green energy have become an achievable reality."
RCJB undertakes clean water project for Orang Asli community,"Apr 26, 2021 @ 11:22am",NATION,"JOHOR BARU: The death of a two-year-old child from water-borne disease in March highlighted the health hazards faced by the 250 Orang Asli community at Kg. Pasir Salam located some 14km from Ulu Tiram, near, here."
Two friends killed by lightning at Lanchang fish pond,"Apr 26, 2021 @ 10:39am",NATION,"TEMERLOH: Two friends died after they were struck by lightning near a tree during a heavy downpour at a fish pond in Kampung Cempaka, Lanchang near here yesterday."
Special deposit for SSPN i-depositors,"Apr 26, 2021 @ 10:15am",NATION,"KUALA LUMPUR: It pays to invest more in the National Education Savings Scheme (SSPN-i) 2021 Loyalty Rewards Campaign, where depositors can earn an additional special incentive on top of other benefits."
Sabah boosts development of rural tourism operators,"Apr 26, 2021 @ 10:04am",NATION,KOTA KINABALU: The Sabah government is actively encouraging the development of rural tourism operators during the Covid-19 pandemic.
Refurbishing Putra Mosque,"Apr 26, 2021 @ 10:00am",NATION,"THE Putra Mosque was built on March 15, 1996, in tandem with the development of the first phase of the federal government’s administrative centre in Putrajaya."
Autistic homeschooler's speech on vaccine wins him 3rd prize,"Apr 26, 2021 @ 9:35am",NATION,"KOTA KINABALU: Despite his nerves, Mohamad Daniel Mohamad Yussof, 9, who is autistic, soldiered on when presenting his speech on why people should get vaccinated against Covid-19 in an online public speaking contest."
Far from being rusty pilots,"Apr 26, 2021 @ 9:25am",NATION,"National carrier Malaysia Airlines Bhd (MAB), like all others, did not expect the unprecedented event, which is still unfolding despite worldwide efforts to stem the transmission of the virus."
Mission schools: Call for clarity,"Apr 26, 2021 @ 9:15am",NATION,"KUALA LUMPUR: The government has to decide whether it wants mission schools to remain a part of its education framework and if so, take steps to open a dialogue with the stakeholders."
Call for government to report cases of Covid-19 vaccine side effects,"Apr 26, 2021 @ 9:00am",NATION,"KUALA LUMPUR: The government must be transparent by reporting cases of side effects from Covid-19 vaccines, however miniscule they may seem, to reduce hesitancy in receiving the jabs, say health experts."
50k students to receive Cerdik devices by end May 2021,"Apr 25, 2021 @ 10:27pm",NATION,"KUALA LUMPUR: CERDIK, a GLC-driven CSR pilot initiative to provide digital access to education via accessibility of devices and data connectivity, is targeting for at least 50,000 students to receive their devices by end-May, with the balance of 100,000 devices expected to be distributed by end-September 2021."
50k students to receive Cerdik devices by end May 2021,"Apr 25, 2021 @ 10:27pm",NATION,"KUALA LUMPUR: CERDIK, a GLC-driven CSR pilot initiative to provide digital access to education via accessibility of devices and data connectivity, is targeting for at least 50,000 students to receive their devices by end-May, with the balance of 100,000 devices expected to be distributed by end-September 2021."
"Kelantan opens 5th low-risk Covid-19 quarantine, treatment centre","Apr 25, 2021 @ 10:03pm",NATION,KOTA BARU: Kelantan's fifth Covid-19 Low-Risk Quarantine and Treatment Centre (PKRC) began operations today.
"King, Queen express condolences to Indonesian President, people","Apr 25, 2021 @ 9:58pm",NATION,"KUALA LUMPUR: Yang di-Pertuan Agong, Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah, and the Raja Permaisuri Agong, Tunku Hajah Azizah Aminah Maimunah Iskandariah, have expressed their condolences to Indonesian President Joko Widodo and the Indonesian people over the KRI Nanggala 402 submarine tragedy."
Covid-19: 3 new clusters linked to education premises,"Apr 25, 2021 @ 8:22pm",NATION,KUALA LUMPUR: Three of the eight new Covid-19 clusters identified by the Health Ministry today were education clusters.
243 people detained for Covid-19 SOP violations,"Apr 25, 2021 @ 6:48pm",NATION,KUALA LUMPUR: Police yesterday arrested 99 people for failing to register their personal details before entering business premises as required by the government amid the Covid-19 pandemic.
EMCO extended in 5 localities in Besut,"Apr 25, 2021 @ 6:28pm",NATION,"KUALA LUMPUR: The Enhanced Movement Control Order (EMCO) at five localities in Besut, Terengganu, will be extended until May 4 following the continued Covid-19 community transmission."
Another Sabah village to go under EMCO,"Apr 25, 2021 @ 6:11pm",NATION,"KUALA LUMPUR: Kampung Dambai Inanam in Kota Kinabalu, Sabah will be placed under the 14-day Enhanced Movement Control Order (EMCO) from midnight tonight (April 26) due to a drastic rise in Covid-19 cases."
"2,690 new Covid-19 cases, with 10 deaths","Apr 25, 2021 @ 5:48pm",NATION,"KUALA LUMPUR: Malaysia continues to record over 2,000 new Covid-19 cases daily, with 2,690 infections registered as of noon today."
"Mother dead, daughter seriously injured in Myvi-Toyota Hilux crash in Muar","Apr 25, 2021 @ 4:44pm",NATION,MUAR: A woman died while her daughter suffered serious injuries after their car met with an accident with a pick-up truck near the Jalan Temenggong Ahmad intersection in Parit Keroma this morning.
Over 100 Covid-19 positive individuals untraceable due to false contact info,"Apr 25, 2021 @ 4:08pm",NATION,BINTULU: The Health Ministry is facing difficulties in identifying and isolating more than 100 people who tested positive for Covid-19 here due to false contact information.
EAG suggests ways to prevent fourth wave of Covid-19,"Apr 25, 2021 @ 3:42pm",NATION,KUALA LUMPUR: The government has been urged to roll out refined mitigation efforts capitalising on the use of advance technology such as machine learning and artificial intelligence tools to prevent the fourth wave of Covid-19.
"Be brave, Queen tells young people","Apr 25, 2021 @ 3:25pm",NATION,"KUALA LUMPUR: Raja Permaisuri Agong Tunku Azizah Aminah Maimunah Iskandariah has called on young people to be brave, step up and take the initiative to help the world recover to a better normal during the Covid-19 pandemic."
Man killed in home fire in Kg Baru,"Apr 25, 2021 @ 12:34pm",NATION,"KUALA LUMPUR: A 53-year-old man was killed in a fire at Block B PKNS Flat at Jalan Tun Razak, Kampung Baru here, early this morning."
Strict S.O.P. keeps children safe in school,"Apr 25, 2021 @ 9:45am",NATION,"KUALA LUMPUR: It is safer to get children back into classrooms as long as schools are vigilant about physical distancing, mask-wearing and sanitisation, educators said."
Students at a disadvantage if schools close,"Apr 25, 2021 @ 9:30am",NATION,"KUALA LUMPUR: Students, especially those from low-income families, are pleading to keep schools open amid an increasing number of Covid-19 cases, fearing they will lag further behind with time running out to meet key academic benchmarks."
Technology aid for businesses to upgrade,"Apr 25, 2021 @ 9:00am",NATION,KUALA LUMPUR: THE automation and digitalisation incentives offered under the Strategic Programme to Empower the People and the Economy (Pemerkasa) can persuade more small and medium enterprises (SMEs) and mid-tier companies (MTCs) to become future-ready industries.
Wan Saiful labels critics of KWAN issue 'kluster merungut',"Apr 24, 2021 @ 9:39pm",NATION,
Four more cases of South African Covid-19 variant recorded in Malaysia,"Apr 24, 2021 @ 9:00pm",NATION,KUALA LUMPUR: The Health Ministry has detected four more cases of the South African Covid-19 variant B.1.351 in Malaysia.
"Festive Season Maximum Price Control Scheme applies to manufacturing, wholesale sectors too","Apr 24, 2021 @ 8:54pm",NATION,"KUALA LUMPUR: The Festive Season Maximum Price Control Scheme applies to the manufacturing and wholesale sectors as well apart from retailers, said Deputy Domestic Trade and Consumer Affairs Minister Datuk Rosol Wahid."
Sabah's new Dambai Inanam Cluster involves infection in 3 districts,"Apr 24, 2021 @ 8:49pm",NATION,"KOTA KINABALU: Sabah has recorded a new cluster dubbed Dambai Inanam, with Covid-19 infection spreading among the community in three districts."
Sabah's new Dambai Inanam Cluster involves infection in 3 districts,"Apr 24, 2021 @ 8:49pm",NATION,"KOTA KINABALU: Sabah has recorded a new cluster dubbed Dambai Inanam, with Covid-19 infection spreading among the community in three districts."
Workplace Covid-19 clusters continue to dominate,"Apr 24, 2021 @ 8:44pm",NATION,"KUALA LUMPUR: Seven out of the 10 new Covid-19 clusters identified by the Health Ministry today, were detected at workplaces."
269 detained for violating SOP,"Apr 24, 2021 @ 8:36pm",NATION,KUALA LUMPUR: A total of 269 people were nabbed for flouting the Standard Operating Procedures (SOP) set to prevent the spread of Covid-19 yesterday.
Immigration Dept thwarts syndicate to manipulate Labour Recalibration Programme,"Apr 24, 2021 @ 8:24pm",NATION,KUALA LUMPUR: The Immigration Department has thwarted a syndicate to manipulate the Labour Recalibration Programme in a special operation yesterday with the arrest of a 61-year-old woman and 79 copies of Bangladeshi passports seized.
EMCO extended at three zones for 2 more weeks,"Apr 24, 2021 @ 8:12pm",NATION,KUALA LUMPUR: The Enhanced Movement Control Order (EMCO) has been extended at three zones in Sabah and Sarawak for another two weeks.
Muhyiddin: Asean principle of non-interference cannot be reason for inaction,"Apr 24, 2021 @ 8:08pm",NATION,"KUALA LUMPUR: The principle of non-interference in the internal affairs of other members that is being upheld by the Association of Southeast Asian Nations (Asean) should not be at the expense of ignoring a serious situation compromising peace, security, and stability of the bloc and its wider region."
"Asean leaders' meeting succeeded in addressing Myanmar crisis, says Muhyiddin","Apr 24, 2021 @ 8:04pm",NATION,JAKARTA: The Asean Leaders’ Meeting that concluded today has succeeded in addressing the Myanmar crisis.
14 days quarantine for foreign returnees from SARS-CoV-2 reported countries,"Apr 24, 2021 @ 8:03pm",NATION,KUALA LUMPUR: The government has introduced new Standard Operating Procedures (SOP) for foreign returnees from countries with reported SARS-CoV-2 Variant of Concern (VOC).
"Government does not control price of bottled cooking oil, says minister","Apr 24, 2021 @ 8:00pm",NATION,KUALA LUMPUR: Domestic Trade and Consumer Affairs Minister Datuk Seri Alexander Nanta Linggi said the government does not control or set the retail prices of bottled cooking oil.
"Two friends out squid jigging rescued, another missing","Apr 24, 2021 @ 7:57pm",NATION,"KOTA BARU: Two of the three men who went missing while out squid jigging in the waters off Kuala Besar last night, were found alive today."
"Malaysia receives 268,800 doses of AstraZeneca's Covid-19 vaccine","Apr 24, 2021 @ 5:52pm",NATION,"KOTA TINGGI: Malaysia has received its first batch of 268,800 doses of AstraZeneca vaccine, said Health Minister Datuk Seri Dr Adham Baba."
Vaccine procurement by states to be done through federal govt,"Apr 24, 2021 @ 5:40pm",NATION,KUALA LUMPUR: Covid-19 vaccine procurement by the states will be done through the federal government to streamline supply of doses into Malaysia.
Health experts seek to allay Covid-19 vaccine hesitancy,"Apr 24, 2021 @ 5:32pm",NATION,"KUALA LUMPUR: As the government races against time to deliver the Covid-19 vaccine and braces for the possible fourth wave of infection, experts say the biggest hurdle so far could be misinformation and misconceptions that may have caused vaccine hesitancy among the people."
"Saifuddin: Ministry will not interfere, leaving it to police to investigate Fahmi Reza","Apr 24, 2021 @ 5:17pm",NATION,"KUANTAN: The Communications and Multimedia Ministry will not interfere in the investigation against activist Fahmi Reza and will leave it to the police to investigate, said Minister Datuk Saifuddin Abdullah."
"More consistency needed in enforcement, introduction of Covid-19 SOP","Apr 24, 2021 @ 5:01pm",NATION,"KUALA LUMPUR: There is a need for greater consistency in the introduction and enforcement of the Covid-19 standard operating procedures (SOP), said the Alliance for Safe Community."
Covid-19: Selangor leads as daily cases remain close to 3k,"Apr 24, 2021 @ 4:40pm",NATION,"KUALA LUMPUR: Malaysia recorded 2,717 new Covid-19 infections today with Selangor contributing the highest number of cases at 768."
"495,750 people complete both doses of Covid-19 vaccine","Apr 24, 2021 @ 3:29pm",NATION,"KUALA LUMPUR: A total of 495,750 individuals have received both doses of their Covid-19 vaccine under the National Covid-19 Immunisation Programme as of yesterday."
Suhakam: 'Period spot checks' a violation of child's rights,"Apr 24, 2021 @ 3:23pm",NATION,KUALA LUMPUR: The Human Rights Commission of Malaysia (Suhakam) has described “period spot checks” as a violation of a child’s rights and against the law as they carry elements of sexual harassment or abuse.
Khairuddin urges locals to join plantation sector,"Apr 24, 2021 @ 3:13pm",NATION,"KUALA NERUS: The Plantation Industries and Commodities Ministry is actively conducting a campaign to attract locals, especially youths, to fill vacancies in the plantation sector."
Squid jigging buddies go missing after boat capsizes,"Apr 24, 2021 @ 2:57pm",NATION,KOTA BARU: Three best friends who set out for squid jigging in the waters of Kuala Besar near here last night have gone missing after their boat capsized when it was struck by strong waves.
Squid jigging buddies go missing after boat capsizes,"Apr 24, 2021 @ 2:57pm",NATION,KOTA BARU: Three best friends who set out for squid jigging in the waters of Kuala Besar near here last night have gone missing after their boat capsized when it was struck by strong waves.
"Tithe contributors are unsung heroes, says Perlis Raja Muda","Apr 24, 2021 @ 2:44pm",NATION,KANGAR: The Raja Muda of Perlis Tuanku Syed Faizuddin Putra Jamalullail regards tithe contributors to the Perlis Islamic Religious and Malay Customs Council (MAIPs) as “unsung heroes”.
70-unit Mak Mandin PPR to be occupied soon,"Apr 24, 2021 @ 2:28pm",NATION,"BUTTERWORTH: The 70-unit Mak Mandin People's Housing Project (PPR) here is expected to be occupied soon, bringing relief to those offered the flats under a rent-to-own (RTO) scheme."
ASF outbreak declared in 8 Sabah districts,"Apr 24, 2021 @ 2:21pm",NATION,"KOTA KINABALU: The African Swine Fever (ASF) outbreak has been declared in eight districts in Sabah, namely Pitas, Beluran, Kinabatangan, Lahad Datu, Kota Marudu, Sandakan, Telupid and Tongod, said Deputy Chief Minister Datuk Dr Jeffrey Kitingan."
245 elephant encroachment cases in Kelantan last year,"Apr 24, 2021 @ 1:41pm",NATION,KOTA BARU: Villagers in Kelantan suffered losses of about RM2.3 million caused by encroachment of elephants.
Covid-19: Melaka won't procure vaccine because it's costly,"Apr 24, 2021 @ 12:46pm",NATION,MASJID TANAH: The Melaka government has no plans to procure the Covid-19 vaccines because it is costly.
Kaamatan Festival gets green light; to be held behind closed doors,"Apr 24, 2021 @ 12:25pm",NATION,KOTA KINABALU: Sabah will hold Kaamatan Festival this year after the much-anticipated cultural celebration among the indigenous community was halted last year due to Covid-19.
Covid-19: Schools in 7 Kelantan districts to stay closed for another week,"Apr 24, 2021 @ 12:01pm",NATION,KOTA BARU: The week-long directive to shut down schools in seven Kelantan districts has been extended for another week.
Oversubscription of sustainability sukuk proves M'sia on right track for recovery - PM,"Apr 24, 2021 @ 11:20am",NATION,"KUALA LUMPUR: Malaysia's sustainability sukuk issuance which was oversubscribed by 6.4 times recently proved that the country is on the right track in managing its economy towards a more sustainable and stable growth, said Prime Minister Tan Sri Muhyiddin Yassin."
"Ramadan or not, efforts to rid Sabah marine parks of COTs menace continue","Apr 24, 2021 @ 10:45am",NATION,"KOTA KINABALU: In scorching weather, Sarizal Saman put on his diving gear and took syringes to prevent the “underwater outbreak” that could wipe out the corals off marine parks here."
PM Muhyiddin arrives in Jakarta for Asean special meeting [NSTTV],"Apr 24, 2021 @ 9:56am",NATION,JAKARTA: Prime Minister Tan Sri Muhyiddin Yassin arrived here today to attend the Asean Special Meeting on the crisis in Myanmar.
Burgernita offers lifeline for women to supplement income,"Apr 24, 2021 @ 9:45am",NATION,"LAO Tsu, the ancient Chinese philosopher, once said: If you give a hungry man a fish, you feed him for a day. But if you teach him how to fish, you feed him for a lifetime."
Kg Tanduo heroes: Widows' kids a pillar of strength,"Apr 24, 2021 @ 9:30am",NATION,"For the widows of the Malaysian heroes who died in the bloody tragedy in Tanduo eight years ago, it is their children who continue to be a source of strength for them to get on with their lives, especially during Ramadan."
Generosity of others inspires flautist's charity,"Apr 24, 2021 @ 9:15am",NATION,"PORT DICKSON: In the past, Noramry Mohamad would busk on the streets with his flute just to while away the time while earning extra money."
"Infections rising because many flouting S.O.P, say Kelantan folk","Apr 24, 2021 @ 9:00am",NATION,KOTA BARU: The sharp increase in Covid-19 cases in Kelantan does not surprise locals.
80 per cent firemen on standby this Raya festive season,"Apr 23, 2021 @ 9:58pm",NATION,"KUALA LUMPUR: Eighty percent of Fire and Rescue Department personnel will be on duty throughout the upcoming Hari Raya celebrations, Fire and Rescue Department director-general Datuk Seri Mohammad Hamdan Wahid said."
Fahmi Reza nabbed,"Apr 23, 2021 @ 9:22pm",NATION,KUALA LUMPUR: Police have arrested graphic artist and activist Fahmi Reza.
"7,397 out of 268,000 people in Sabah vaccinated under phase 2 of NIP","Apr 23, 2021 @ 8:22pm",NATION,"KOTA KINABALU: Sabah has achieved 2.96 per cent of its 268,000 target for the second phase of its Covid-19 immunisation."
MCMC: Don't entertain dubious requests by random numbers,"Apr 23, 2021 @ 8:19pm",NATION,"KUALA LUMPUR: Members of the public are advised to be extra cautious when receiving random message alerts, especially those claiming they are from bank authorities."
Clusters linked to educational institutions doubled,"Apr 23, 2021 @ 8:16pm",NATION,"KUALA LUMPUR: Covid-19 clusters involving educational institutions have doubled from six to 12 in a week, Health Ministry said."
Clusters linked to educational institutions doubled,"Apr 23, 2021 @ 8:16pm",NATION,"KUALA LUMPUR: Covid-19 clusters involving educational institutions have doubled from six to 12 in a week, Health Ministry said."
5 out of 8 new clusters identified linked to education,"Apr 23, 2021 @ 7:43pm",NATION,KUALA LUMPUR: Five out of the eight new Covid-19 clusters identified by the Health Ministry today were education clusters.
DCA approves conditional registration for Vero Cell vaccine,"Apr 23, 2021 @ 7:26pm",NATION,KUALA LUMPUR: The 356th Drug Control Authority (DCA) meeting today agreed to approve the conditional registration for the CoronaVac Suspension for Injection Covid-19 Vaccine (Vero Cell) Inactivated for use during disasters.
Sekolah Menengah Sains Banting under EMCO,"Apr 23, 2021 @ 7:23pm",NATION,"KUALA LUMPUR: Sekolah Menengah (SMK) Sains Banting, Kuala Langat in Selangor is the latest school to be placed under the Enhanced Movement Control Order (EMCO) when 71 students there tested positive."
PM: Govt works hard to manage Covid-19 pandemic,"Apr 23, 2021 @ 6:58pm",NATION,PAGOH: Prime Minister Tan Sri Muhyiddin Yassin has shot down the perception held by some people that the government did not work hard enough to manage the Covid-19 pandemic in the country.
"Close to 3,000 Covid-19 cases with 8 deaths","Apr 23, 2021 @ 6:55pm",NATION,"KUALA LUMPUR: Malaysia continued to record close to 3,000 new Covid-19 infections today with 2,847 cases."
Aidilfitri bazaar traders can operate until 2am,"Apr 23, 2021 @ 6:13pm",NATION,KUALA LUMPUR: Hari Raya Aidilfitri bazaars will be allowed to operate until 2am starting tomorrow.
Ismail Sabri: State authorities must discuss with Education Ministry before closing schools,"Apr 23, 2021 @ 6:12pm",NATION,KUALA LUMPUR: State authorities must discuss with the Education Ministry before deciding to close down schools due to concerns of Covid-19 transmission on school grounds.
Ban on interstate travel remains,"Apr 23, 2021 @ 5:52pm",NATION,KUALA LUMPUR: The ban on interstate travel will remain in effect to stem the tide of Covid-19 infections in the country.
"2,847 new Covid-19 cases, Selangor tops daily tally","Apr 23, 2021 @ 5:42pm",NATION,"KUALA LUMPUR: New Covid-19 infections in Malaysia remains above the 2,800-mark for the second consecutive day with 2,847 cases reported in the last 24 hours, bringing the cumulative total to 387,535."
School in Perak closed after student tests positive for Covid-19,"Apr 23, 2021 @ 5:38pm",NATION,IPOH: Sekolah Menengah Shen Jai in Jalan Gopeng here was forced to close for two weeks from April 26 to May 10 after one of its students tested positive for Covid-19.
Kelantan records highest infectivity rate,"Apr 23, 2021 @ 5:26pm",NATION,"KUALA LUMPUR: Kelantan recorded the highest Covid-19 infectivity rate (Rt) or R-nought (R0) in the country yesterday at 1.53, compared with the national rate of 1.16."
"Hajiji announces raya cheer for Sabah civil servants, retirees","Apr 23, 2021 @ 5:16pm",NATION,"KOTA KINABALU: The Sabah state government announced a RM500 special financial assistance for 20,269 civil servants in conjunction with Hari Raya Aidilfitri."
"Malaysians in Chad, Nigeria told to stay vigilant","Apr 23, 2021 @ 5:08pm",NATION,KUALA LUMPUR: Malaysia’s High Commission in Nigeria is monitoring closely the political developments in neighbouring Chad as clashes continue even after the death of president Idriss Deby on Tuesday.
KPDNHEP acts against 10 Penang traders for various offences,"Apr 23, 2021 @ 4:09pm",NATION,"GEORGE TOWN: The Penang Domestic Trade and Consumer Affairs Ministry (KPDNHEP) has taken action against 10 traders in the state for various offences, including excessive hike in prices."
Kek Lok Si Charitable Medical Centre to open in May,"Apr 23, 2021 @ 4:00pm",NATION,"GEORGE TOWN: The Kek Lok Si Charitable Medical Centre, Penang's first Buddhist non-profit hospital, is set to open its doors to the public next month."
Zuraida lauds Gamuda Land for efforts in sustainable development,"Apr 23, 2021 @ 3:57pm",NATION,"PETALING JAYA: Housing and Local Government Minister Datuk Zuraida Kamaruddin visited Gamuda Cove and Paya Indah Discovery Wetlands yesterday in conjunction with Earth Day 2021, as part of the ministry’s drive towards improving the standard of sustainable land use and optimisation in the country."
